"region","technology","year","capacity.factor.region"
"European Free Trade Association","PV_storage",2065,0.109905752008991
"India","PV_storage",2065,0.247360718865892
"Indonesia","PV_storage",2065,0.231764576189658
"Japan","PV_storage",2065,0.18912205972257
"Mexico","PV_storage",2065,0.268432483099031
"Middle East","PV_storage",2065,0.273721280338651
"Pakistan","PV_storage",2065,0.259618517029136
"Russia","PV_storage",2065,0.130216351736842
"South Africa","PV_storage",2065,0.27614644654131
"South America_Northern","PV_storage",2065,0.243079328743256
"South America_Southern","PV_storage",2065,0.240659276187326
"South Asia","PV_storage",2065,0.254785619544027
"South Korea","PV_storage",2065,0.209226928209402
"Southeast Asia","PV_storage",2065,0.237728709397688
"Taiwan","PV_storage",2065,0.199958443018159
"Argentina","PV_storage",2065,0.232851931752879
"Colombia","PV_storage",2065,0.218840056417965
"USA","PV",2070,0.200000279262481
"Africa_Eastern","PV",2070,0.282363715819185
"Africa_Northern","PV",2070,0.280199153483032
"Africa_Southern","PV",2070,0.275541761511851
"Africa_Western","PV",2070,0.273568227235575
"Australia_NZ","PV",2070,0.272521652317379
"Brazil","PV",2070,0.246714494119666
"Canada","PV",2070,0.12978073368063
"Central America and Caribbean","PV",2070,0.251332170317252
"Central Asia","PV",2070,0.214675695004816
"China","PV",2070,0.239885029426934
"EU-12","PV",2070,0.16551956929014
"EU-15","PV",2070,0.183181868960465
"Europe_Eastern","PV",2070,0.162879869293459
"Europe_Non_EU","PV",2070,0.219534769437492
"European Free Trade Association","PV",2070,0.109905752008991
"India","PV",2070,0.247360718865892
"Indonesia","PV",2070,0.231764576189658
"Japan","PV",2070,0.18912205972257
"Mexico","PV",2070,0.268432483099031
"Middle East","PV",2070,0.273721280338651
"Pakistan","PV",2070,0.259618517029136
"Russia","PV",2070,0.130216351736842
"South Africa","PV",2070,0.27614644654131
"South America_Northern","PV",2070,0.243079328743256
"South America_Southern","PV",2070,0.240659276187326
"South Asia","PV",2070,0.254785619544027
"South Korea","PV",2070,0.209226928209402
"Southeast Asia","PV",2070,0.237728709397688
"Taiwan","PV",2070,0.199958443018159
"Argentina","PV",2070,0.232851931752879
"Colombia","PV",2070,0.218840056417965
"USA","PV_storage",2070,0.200000279262481
"Africa_Eastern","PV_storage",2070,0.282363715819185
"Africa_Northern","PV_storage",2070,0.280199153483032
"Africa_Southern","PV_storage",2070,0.275541761511851
"Africa_Western","PV_storage",2070,0.273568227235575
"Australia_NZ","PV_storage",2070,0.272521652317379
"Brazil","PV_storage",2070,0.246714494119666
"Canada","PV_storage",2070,0.12978073368063
"Central America and Caribbean","PV_storage",2070,0.251332170317252
"Central Asia","PV_storage",2070,0.214675695004816
"China","PV_storage",2070,0.239885029426934
"EU-12","PV_storage",2070,0.16551956929014
"EU-15","PV_storage",2070,0.183181868960465
"Europe_Eastern","PV_storage",2070,0.162879869293459
"Europe_Non_EU","PV_storage",2070,0.219534769437492
"European Free Trade Association","PV_storage",2070,0.109905752008991
"India","PV_storage",2070,0.247360718865892
"Indonesia","PV_storage",2070,0.231764576189658
"Japan","PV_storage",2070,0.18912205972257
"Mexico","PV_storage",2070,0.268432483099031
"Middle East","PV_storage",2070,0.273721280338651
"Pakistan","PV_storage",2070,0.259618517029136
"Russia","PV_storage",2070,0.130216351736842
"South Africa","PV_storage",2070,0.27614644654131
"South America_Northern","PV_storage",2070,0.243079328743256
"South America_Southern","PV_storage",2070,0.240659276187326
"South Asia","PV_storage",2070,0.254785619544027
"South Korea","PV_storage",2070,0.209226928209402
"Southeast Asia","PV_storage",2070,0.237728709397688
"Taiwan","PV_storage",2070,0.199958443018159
"Argentina","PV_storage",2070,0.232851931752879
"Colombia","PV_storage",2070,0.218840056417965
"USA","PV",2075,0.200000279262481
"Africa_Eastern","PV",2075,0.282363715819185
"Africa_Northern","PV",2075,0.280199153483032
"Africa_Southern","PV",2075,0.275541761511851
"Africa_Western","PV",2075,0.273568227235575
"Australia_NZ","PV",2075,0.272521652317379
"Brazil","PV",2075,0.246714494119666
"Canada","PV",2075,0.12978073368063
"Central America and Caribbean","PV",2075,0.251332170317252
"Central Asia","PV",2075,0.214675695004816
"China","PV",2075,0.239885029426934
"EU-12","PV",2075,0.16551956929014
"EU-15","PV",2075,0.183181868960465
"Europe_Eastern","PV",2075,0.162879869293459
"Europe_Non_EU","PV",2075,0.219534769437492
"European Free Trade Association","PV",2075,0.109905752008991
"India","PV",2075,0.247360718865892
"Indonesia","PV",2075,0.231764576189658
"Japan","PV",2075,0.18912205972257
"Mexico","PV",2075,0.268432483099031
"Middle East","PV",2075,0.273721280338651
"Pakistan","PV",2075,0.259618517029136
"Russia","PV",2075,0.130216351736842
"South Africa","PV",2075,0.27614644654131
"South America_Northern","PV",2075,0.243079328743256
"South America_Southern","PV",2075,0.240659276187326
"South Asia","PV",2075,0.254785619544027
"South Korea","PV",2075,0.209226928209402
"Southeast Asia","PV",2075,0.237728709397688
"Taiwan","PV",2075,0.199958443018159
"Argentina","PV",2075,0.232851931752879
"Colombia","PV",2075,0.218840056417965
"USA","PV_storage",2075,0.200000279262481
"Africa_Eastern","PV_storage",2075,0.282363715819185
"Africa_Northern","PV_storage",2075,0.280199153483032
"Africa_Southern","PV_storage",2075,0.275541761511851
"Africa_Western","PV_storage",2075,0.273568227235575
"Australia_NZ","PV_storage",2075,0.272521652317379
"Brazil","PV_storage",2075,0.246714494119666
"Canada","PV_storage",2075,0.12978073368063
"Central America and Caribbean","PV_storage",2075,0.251332170317252
"Central Asia","PV_storage",2075,0.214675695004816
"China","PV_storage",2075,0.239885029426934
"EU-12","PV_storage",2075,0.16551956929014
"EU-15","PV_storage",2075,0.183181868960465
"Europe_Eastern","PV_storage",2075,0.162879869293459
"Europe_Non_EU","PV_storage",2075,0.219534769437492
"European Free Trade Association","PV_storage",2075,0.109905752008991
"India","PV_storage",2075,0.247360718865892
"Indonesia","PV_storage",2075,0.231764576189658
"Japan","PV_storage",2075,0.18912205972257
"Mexico","PV_storage",2075,0.268432483099031
"Middle East","PV_storage",2075,0.273721280338651
"Pakistan","PV_storage",2075,0.259618517029136
"Russia","PV_storage",2075,0.130216351736842
"South Africa","PV_storage",2075,0.27614644654131
"South America_Northern","PV_storage",2075,0.243079328743256
"South America_Southern","PV_storage",2075,0.240659276187326
"South Asia","PV_storage",2075,0.254785619544027
"South Korea","PV_storage",2075,0.209226928209402
"Southeast Asia","PV_storage",2075,0.237728709397688
"Taiwan","PV_storage",2075,0.199958443018159
"Argentina","PV_storage",2075,0.232851931752879
"Colombia","PV_storage",2075,0.218840056417965
"USA","PV",2080,0.200000279262481
"Africa_Eastern","PV",2080,0.282363715819185
"Africa_Northern","PV",2080,0.280199153483032
"Africa_Southern","PV",2080,0.275541761511851
"Africa_Western","PV",2080,0.273568227235575
"Australia_NZ","PV",2080,0.272521652317379
"Brazil","PV",2080,0.246714494119666
"Canada","PV",2080,0.12978073368063
"Central America and Caribbean","PV",2080,0.251332170317252
"Central Asia","PV",2080,0.214675695004816
"China","PV",2080,0.239885029426934
"EU-12","PV",2080,0.16551956929014
"EU-15","PV",2080,0.183181868960465
"Europe_Eastern","PV",2080,0.162879869293459
"Europe_Non_EU","PV",2080,0.219534769437492
"European Free Trade Association","PV",2080,0.109905752008991
"India","PV",2080,0.247360718865892
"Indonesia","PV",2080,0.231764576189658
"Japan","PV",2080,0.18912205972257
"Mexico","PV",2080,0.268432483099031
"Middle East","PV",2080,0.273721280338651
"Pakistan","PV",2080,0.259618517029136
"Russia","PV",2080,0.130216351736842
"South Africa","PV",2080,0.27614644654131
"South America_Northern","PV",2080,0.243079328743256
"South America_Southern","PV",2080,0.240659276187326
"South Asia","PV",2080,0.254785619544027
"South Korea","PV",2080,0.209226928209402
"Southeast Asia","PV",2080,0.237728709397688
"Taiwan","PV",2080,0.199958443018159
"Argentina","PV",2080,0.232851931752879
"Colombia","PV",2080,0.218840056417965
"USA","PV_storage",2080,0.200000279262481
"Africa_Eastern","PV_storage",2080,0.282363715819185
"Africa_Northern","PV_storage",2080,0.280199153483032
"Africa_Southern","PV_storage",2080,0.275541761511851
"Africa_Western","PV_storage",2080,0.273568227235575
"Australia_NZ","PV_storage",2080,0.272521652317379
"Brazil","PV_storage",2080,0.246714494119666
"Canada","PV_storage",2080,0.12978073368063
"Central America and Caribbean","PV_storage",2080,0.251332170317252
"Central Asia","PV_storage",2080,0.214675695004816
"China","PV_storage",2080,0.239885029426934
"EU-12","PV_storage",2080,0.16551956929014
"EU-15","PV_storage",2080,0.183181868960465
"Europe_Eastern","PV_storage",2080,0.162879869293459
"Europe_Non_EU","PV_storage",2080,0.219534769437492
"European Free Trade Association","PV_storage",2080,0.109905752008991
"India","PV_storage",2080,0.247360718865892
"Indonesia","PV_storage",2080,0.231764576189658
"Japan","PV_storage",2080,0.18912205972257
"Mexico","PV_storage",2080,0.268432483099031
"Middle East","PV_storage",2080,0.273721280338651
"Pakistan","PV_storage",2080,0.259618517029136
"Russia","PV_storage",2080,0.130216351736842
"South Africa","PV_storage",2080,0.27614644654131
"South America_Northern","PV_storage",2080,0.243079328743256
"South America_Southern","PV_storage",2080,0.240659276187326
"South Asia","PV_storage",2080,0.254785619544027
"South Korea","PV_storage",2080,0.209226928209402
"Southeast Asia","PV_storage",2080,0.237728709397688
"Taiwan","PV_storage",2080,0.199958443018159
"Argentina","PV_storage",2080,0.232851931752879
"Colombia","PV_storage",2080,0.218840056417965
"USA","PV",2085,0.200000279262481
"Africa_Eastern","PV",2085,0.282363715819185
"Africa_Northern","PV",2085,0.280199153483032
"Africa_Southern","PV",2085,0.275541761511851
"Africa_Western","PV",2085,0.273568227235575
"Australia_NZ","PV",2085,0.272521652317379
"Brazil","PV",2085,0.246714494119666
"Canada","PV",2085,0.12978073368063
"Central America and Caribbean","PV",2085,0.251332170317252
"Central Asia","PV",2085,0.214675695004816
"China","PV",2085,0.239885029426934
"EU-12","PV",2085,0.16551956929014
"EU-15","PV",2085,0.183181868960465
"Europe_Eastern","PV",2085,0.162879869293459
"Europe_Non_EU","PV",2085,0.219534769437492
"European Free Trade Association","PV",2085,0.109905752008991
"India","PV",2085,0.247360718865892
"Indonesia","PV",2085,0.231764576189658
"Japan","PV",2085,0.18912205972257
"Mexico","PV",2085,0.268432483099031
"Middle East","PV",2085,0.273721280338651
"Pakistan","PV",2085,0.259618517029136
"Russia","PV",2085,0.130216351736842
"South Africa","PV",2085,0.27614644654131
"South America_Northern","PV",2085,0.243079328743256
"South America_Southern","PV",2085,0.240659276187326
"South Asia","PV",2085,0.254785619544027
"South Korea","PV",2085,0.209226928209402
"Southeast Asia","PV",2085,0.237728709397688
"Taiwan","PV",2085,0.199958443018159
"Argentina","PV",2085,0.232851931752879
"Colombia","PV",2085,0.218840056417965
"USA","PV_storage",2085,0.200000279262481
"Africa_Eastern","PV_storage",2085,0.282363715819185
"Africa_Northern","PV_storage",2085,0.280199153483032
"Africa_Southern","PV_storage",2085,0.275541761511851
"Africa_Western","PV_storage",2085,0.273568227235575
"Australia_NZ","PV_storage",2085,0.272521652317379
"Brazil","PV_storage",2085,0.246714494119666
"Canada","PV_storage",2085,0.12978073368063
"Central America and Caribbean","PV_storage",2085,0.251332170317252
"Central Asia","PV_storage",2085,0.214675695004816
"China","PV_storage",2085,0.239885029426934
"EU-12","PV_storage",2085,0.16551956929014
"EU-15","PV_storage",2085,0.183181868960465
"Europe_Eastern","PV_storage",2085,0.162879869293459
"Europe_Non_EU","PV_storage",2085,0.219534769437492
"European Free Trade Association","PV_storage",2085,0.109905752008991
"India","PV_storage",2085,0.247360718865892
"Indonesia","PV_storage",2085,0.231764576189658
"Japan","PV_storage",2085,0.18912205972257
"Mexico","PV_storage",2085,0.268432483099031
"Middle East","PV_storage",2085,0.273721280338651
"Pakistan","PV_storage",2085,0.259618517029136
"Russia","PV_storage",2085,0.130216351736842
"South Africa","PV_storage",2085,0.27614644654131
"South America_Northern","PV_storage",2085,0.243079328743256
"South America_Southern","PV_storage",2085,0.240659276187326
"South Asia","PV_storage",2085,0.254785619544027
"South Korea","PV_storage",2085,0.209226928209402
"Southeast Asia","PV_storage",2085,0.237728709397688
"Taiwan","PV_storage",2085,0.199958443018159
"Argentina","PV_storage",2085,0.232851931752879
"Colombia","PV_storage",2085,0.218840056417965
"USA","PV",2090,0.200000279262481
"Africa_Eastern","PV",2090,0.282363715819185
"Africa_Northern","PV",2090,0.280199153483032
"Africa_Southern","PV",2090,0.275541761511851
"Africa_Western","PV",2090,0.273568227235575
"Australia_NZ","PV",2090,0.272521652317379
"Brazil","PV",2090,0.246714494119666
"Canada","PV",2090,0.12978073368063
"Central America and Caribbean","PV",2090,0.251332170317252
"Central Asia","PV",2090,0.214675695004816
"China","PV",2090,0.239885029426934
"EU-12","PV",2090,0.16551956929014
"EU-15","PV",2090,0.183181868960465
"Europe_Eastern","PV",2090,0.162879869293459
"Europe_Non_EU","PV",2090,0.219534769437492
"European Free Trade Association","PV",2090,0.109905752008991
"India","PV",2090,0.247360718865892
"Indonesia","PV",2090,0.231764576189658
"Japan","PV",2090,0.18912205972257
"Mexico","PV",2090,0.268432483099031
"Middle East","PV",2090,0.273721280338651
"Pakistan","PV",2090,0.259618517029136
"Russia","PV",2090,0.130216351736842
"South Africa","PV",2090,0.27614644654131
"South America_Northern","PV",2090,0.243079328743256
"South America_Southern","PV",2090,0.240659276187326
"South Asia","PV",2090,0.254785619544027
"South Korea","PV",2090,0.209226928209402
"Southeast Asia","PV",2090,0.237728709397688
"Taiwan","PV",2090,0.199958443018159
"Argentina","PV",2090,0.232851931752879
"Colombia","PV",2090,0.218840056417965
"USA","PV_storage",2090,0.200000279262481
"Africa_Eastern","PV_storage",2090,0.282363715819185
"Africa_Northern","PV_storage",2090,0.280199153483032
"Africa_Southern","PV_storage",2090,0.275541761511851
"Africa_Western","PV_storage",2090,0.273568227235575
"Australia_NZ","PV_storage",2090,0.272521652317379
"Brazil","PV_storage",2090,0.246714494119666
"Canada","PV_storage",2090,0.12978073368063
"Central America and Caribbean","PV_storage",2090,0.251332170317252
"Central Asia","PV_storage",2090,0.214675695004816
"China","PV_storage",2090,0.239885029426934
"EU-12","PV_storage",2090,0.16551956929014
"EU-15","PV_storage",2090,0.183181868960465
"Europe_Eastern","PV_storage",2090,0.162879869293459
"Europe_Non_EU","PV_storage",2090,0.219534769437492
"European Free Trade Association","PV_storage",2090,0.109905752008991
"India","PV_storage",2090,0.247360718865892
"Indonesia","PV_storage",2090,0.231764576189658
"Japan","PV_storage",2090,0.18912205972257
"Mexico","PV_storage",2090,0.268432483099031
"Middle East","PV_storage",2090,0.273721280338651
"Pakistan","PV_storage",2090,0.259618517029136
"Russia","PV_storage",2090,0.130216351736842
"South Africa","PV_storage",2090,0.27614644654131
"South America_Northern","PV_storage",2090,0.243079328743256
"South America_Southern","PV_storage",2090,0.240659276187326
"South Asia","PV_storage",2090,0.254785619544027
"South Korea","PV_storage",2090,0.209226928209402
"Southeast Asia","PV_storage",2090,0.237728709397688
"Taiwan","PV_storage",2090,0.199958443018159
"Argentina","PV_storage",2090,0.232851931752879
"Colombia","PV_storage",2090,0.218840056417965
"USA","PV",2095,0.200000279262481
"Africa_Eastern","PV",2095,0.282363715819185
"Africa_Northern","PV",2095,0.280199153483032
"Africa_Southern","PV",2095,0.275541761511851
"Africa_Western","PV",2095,0.273568227235575
"Australia_NZ","PV",2095,0.272521652317379
"Brazil","PV",2095,0.246714494119666
"Canada","PV",2095,0.12978073368063
"Central America and Caribbean","PV",2095,0.251332170317252
"Central Asia","PV",2095,0.214675695004816
"China","PV",2095,0.239885029426934
"EU-12","PV",2095,0.16551956929014
"EU-15","PV",2095,0.183181868960465
"Europe_Eastern","PV",2095,0.162879869293459
"Europe_Non_EU","PV",2095,0.219534769437492
"European Free Trade Association","PV",2095,0.109905752008991
"India","PV",2095,0.247360718865892
"Indonesia","PV",2095,0.231764576189658
"Japan","PV",2095,0.18912205972257
"Mexico","PV",2095,0.268432483099031
"Middle East","PV",2095,0.273721280338651
"Pakistan","PV",2095,0.259618517029136
"Russia","PV",2095,0.130216351736842
"South Africa","PV",2095,0.27614644654131
"South America_Northern","PV",2095,0.243079328743256
"South America_Southern","PV",2095,0.240659276187326
"South Asia","PV",2095,0.254785619544027
"South Korea","PV",2095,0.209226928209402
"Southeast Asia","PV",2095,0.237728709397688
"Taiwan","PV",2095,0.199958443018159
"Argentina","PV",2095,0.232851931752879
"Colombia","PV",2095,0.218840056417965
"USA","PV_storage",2095,0.200000279262481
"Africa_Eastern","PV_storage",2095,0.282363715819185
"Africa_Northern","PV_storage",2095,0.280199153483032
"Africa_Southern","PV_storage",2095,0.275541761511851
"Africa_Western","PV_storage",2095,0.273568227235575
"Australia_NZ","PV_storage",2095,0.272521652317379
"Brazil","PV_storage",2095,0.246714494119666
"Canada","PV_storage",2095,0.12978073368063
"Central America and Caribbean","PV_storage",2095,0.251332170317252
"Central Asia","PV_storage",2095,0.214675695004816
"China","PV_storage",2095,0.239885029426934
"EU-12","PV_storage",2095,0.16551956929014
"EU-15","PV_storage",2095,0.183181868960465
"Europe_Eastern","PV_storage",2095,0.162879869293459
"Europe_Non_EU","PV_storage",2095,0.219534769437492
"European Free Trade Association","PV_storage",2095,0.109905752008991
"India","PV_storage",2095,0.247360718865892
"Indonesia","PV_storage",2095,0.231764576189658
"Japan","PV_storage",2095,0.18912205972257
"Mexico","PV_storage",2095,0.268432483099031
"Middle East","PV_storage",2095,0.273721280338651
"Pakistan","PV_storage",2095,0.259618517029136
"Russia","PV_storage",2095,0.130216351736842
"South Africa","PV_storage",2095,0.27614644654131
"South America_Northern","PV_storage",2095,0.243079328743256
"South America_Southern","PV_storage",2095,0.240659276187326
"South Asia","PV_storage",2095,0.254785619544027
"South Korea","PV_storage",2095,0.209226928209402
"Southeast Asia","PV_storage",2095,0.237728709397688
"Taiwan","PV_storage",2095,0.199958443018159
"Argentina","PV_storage",2095,0.232851931752879
"Colombia","PV_storage",2095,0.218840056417965
"USA","PV",2100,0.200000279262481
"Africa_Eastern","PV",2100,0.282363715819185
"Africa_Northern","PV",2100,0.280199153483032
"Africa_Southern","PV",2100,0.275541761511851
"Africa_Western","PV",2100,0.273568227235575
"Australia_NZ","PV",2100,0.272521652317379
"Brazil","PV",2100,0.246714494119666
"Canada","PV",2100,0.12978073368063
"Central America and Caribbean","PV",2100,0.251332170317252
"Central Asia","PV",2100,0.214675695004816
"China","PV",2100,0.239885029426934
"EU-12","PV",2100,0.16551956929014
"EU-15","PV",2100,0.183181868960465
"Europe_Eastern","PV",2100,0.162879869293459
"Europe_Non_EU","PV",2100,0.219534769437492
"European Free Trade Association","PV",2100,0.109905752008991
"India","PV",2100,0.247360718865892
"Indonesia","PV",2100,0.231764576189658
"Japan","PV",2100,0.18912205972257
"Mexico","PV",2100,0.268432483099031
"Middle East","PV",2100,0.273721280338651
"Pakistan","PV",2100,0.259618517029136
"Russia","PV",2100,0.130216351736842
"South Africa","PV",2100,0.27614644654131
"South America_Northern","PV",2100,0.243079328743256
"South America_Southern","PV",2100,0.240659276187326
"South Asia","PV",2100,0.254785619544027
"South Korea","PV",2100,0.209226928209402
"Southeast Asia","PV",2100,0.237728709397688
"Taiwan","PV",2100,0.199958443018159
"Argentina","PV",2100,0.232851931752879
"Colombia","PV",2100,0.218840056417965
"USA","PV_storage",2100,0.200000279262481
"Africa_Eastern","PV_storage",2100,0.282363715819185
"Africa_Northern","PV_storage",2100,0.280199153483032
"Africa_Southern","PV_storage",2100,0.275541761511851
"Africa_Western","PV_storage",2100,0.273568227235575
"Australia_NZ","PV_storage",2100,0.272521652317379
"Brazil","PV_storage",2100,0.246714494119666
"Canada","PV_storage",2100,0.12978073368063
"Central America and Caribbean","PV_storage",2100,0.251332170317252
"Central Asia","PV_storage",2100,0.214675695004816
"China","PV_storage",2100,0.239885029426934
"EU-12","PV_storage",2100,0.16551956929014
"EU-15","PV_storage",2100,0.183181868960465
"Europe_Eastern","PV_storage",2100,0.162879869293459
"Europe_Non_EU","PV_storage",2100,0.219534769437492
"European Free Trade Association","PV_storage",2100,0.109905752008991
"India","PV_storage",2100,0.247360718865892
"Indonesia","PV_storage",2100,0.231764576189658
"Japan","PV_storage",2100,0.18912205972257
"Mexico","PV_storage",2100,0.268432483099031
"Middle East","PV_storage",2100,0.273721280338651
"Pakistan","PV_storage",2100,0.259618517029136
"Russia","PV_storage",2100,0.130216351736842
"South Africa","PV_storage",2100,0.27614644654131
"South America_Northern","PV_storage",2100,0.243079328743256
"South America_Southern","PV_storage",2100,0.240659276187326
"South Asia","PV_storage",2100,0.254785619544027
"South Korea","PV_storage",2100,0.209226928209402
"Southeast Asia","PV_storage",2100,0.237728709397688
"Taiwan","PV_storage",2100,0.199958443018159
"Argentina","PV_storage",2100,0.232851931752879
"Colombia","PV_storage",2100,0.218840056417965
"USA","CSP",1975,0.250000123561201
"Africa_Eastern","CSP",1975,0.24629738110029
"Africa_Northern","CSP",1975,0.237111546813872
"Africa_Southern","CSP",1975,0.237772006153788
"Africa_Western","CSP",1975,0.24342388951334
"Australia_NZ","CSP",1975,0.231893253369818
"Brazil","CSP",1975,0.305748843875073
"Canada","CSP",1975,0.348881693968625
"Central America and Caribbean","CSP",1975,0.273932163700184
"Central Asia","CSP",1975,0.284730779363758
"China","CSP",1975,0.253152242565993
"EU-12","CSP",1975,0.252200690468409
"EU-15","CSP",1975,0.270328964571087
"Europe_Eastern","CSP",1975,0.330465572806087
"Europe_Non_EU","CSP",1975,0.279812997249795
"European Free Trade Association","CSP",1975,0.00025
"India","CSP",1975,0.281168953279745
"Indonesia","CSP",1975,0.333299228536159
"Japan","CSP",1975,0.384107542683657
"Mexico","CSP",1975,0.252943549997605
"Middle East","CSP",1975,0.23813904238993
"Pakistan","CSP",1975,0.267051928677241
"Russia","CSP",1975,0.375458669979537
"South Africa","CSP",1975,0.221167551091183
"South America_Northern","CSP",1975,0.280587891222385
"South America_Southern","CSP",1975,0.241142534298336
"South Asia","CSP",1975,0.27511356633645
"South Korea","CSP",1975,0.339213181696283
"Southeast Asia","CSP",1975,0.280020686774489
"Taiwan","CSP",1975,0.401339283245279
"Argentina","CSP",1975,0.236884856848872
"Colombia","CSP",1975,0.324062612102241
"USA","CSP_storage",1975,0.650000321259122
"Africa_Eastern","CSP_storage",1975,0.640373190860753
"Africa_Northern","CSP_storage",1975,0.616490021716067
"Africa_Southern","CSP_storage",1975,0.618207215999849
"Africa_Western","CSP_storage",1975,0.632902112734685
"Australia_NZ","CSP_storage",1975,0.602922458761528
"Brazil","CSP_storage",1975,0.794946994075189
"Canada","CSP_storage",1975,0.85
"Central America and Caribbean","CSP_storage",1975,0.712223625620479
"Central Asia","CSP_storage",1975,0.740300026345772
"China","CSP_storage",1975,0.658195830671581
"EU-12","CSP_storage",1975,0.655721795217865
"EU-15","CSP_storage",1975,0.702855307884826
"Europe_Eastern","CSP_storage",1975,0.85
"Europe_Non_EU","CSP_storage",1975,0.727513792849467
"European Free Trade Association","CSP_storage",1975,0.00065
"India","CSP_storage",1975,0.731039278527337
"Indonesia","CSP_storage",1975,0.85
"Japan","CSP_storage",1975,0.85
"Mexico","CSP_storage",1975,0.657653229993772
"Middle East","CSP_storage",1975,0.619161510213817
"Pakistan","CSP_storage",1975,0.694335014560826
"Russia","CSP_storage",1975,0.85
"South Africa","CSP_storage",1975,0.575035632837075
"South America_Northern","CSP_storage",1975,0.7295285171782
"South America_Southern","CSP_storage",1975,0.626970589175675
"South Asia","CSP_storage",1975,0.715295272474769
"South Korea","CSP_storage",1975,0.85
"Southeast Asia","CSP_storage",1975,0.728053785613671
"Taiwan","CSP_storage",1975,0.85
"Argentina","CSP_storage",1975,0.615900627807068
"Colombia","CSP_storage",1975,0.842562791465827
"USA","CSP",1990,0.250000123561201
"Africa_Eastern","CSP",1990,0.24629738110029
"Africa_Northern","CSP",1990,0.237111546813872
"Africa_Southern","CSP",1990,0.237772006153788
"Africa_Western","CSP",1990,0.24342388951334
"Australia_NZ","CSP",1990,0.231893253369818
"Brazil","CSP",1990,0.305748843875073
"Canada","CSP",1990,0.348881693968625
"Central America and Caribbean","CSP",1990,0.273932163700184
"Central Asia","CSP",1990,0.284730779363758
"China","CSP",1990,0.253152242565993
"EU-12","CSP",1990,0.252200690468409
"EU-15","CSP",1990,0.270328964571087
"Europe_Eastern","CSP",1990,0.330465572806087
"Europe_Non_EU","CSP",1990,0.279812997249795
"European Free Trade Association","CSP",1990,0.00025
"India","CSP",1990,0.281168953279745
"Indonesia","CSP",1990,0.333299228536159
"Japan","CSP",1990,0.384107542683657
"Mexico","CSP",1990,0.252943549997605
"Middle East","CSP",1990,0.23813904238993
"Pakistan","CSP",1990,0.267051928677241
"Russia","CSP",1990,0.375458669979537
"South Africa","CSP",1990,0.221167551091183
"South America_Northern","CSP",1990,0.280587891222385
"South America_Southern","CSP",1990,0.241142534298336
"South Asia","CSP",1990,0.27511356633645
"South Korea","CSP",1990,0.339213181696283
"Southeast Asia","CSP",1990,0.280020686774489
"Taiwan","CSP",1990,0.401339283245279
"Argentina","CSP",1990,0.236884856848872
"Colombia","CSP",1990,0.324062612102241
"USA","CSP_storage",1990,0.650000321259122
"Africa_Eastern","CSP_storage",1990,0.640373190860753
"Africa_Northern","CSP_storage",1990,0.616490021716067
"Africa_Southern","CSP_storage",1990,0.618207215999849
"Africa_Western","CSP_storage",1990,0.632902112734685
"Australia_NZ","CSP_storage",1990,0.602922458761528
"Brazil","CSP_storage",1990,0.794946994075189
"Canada","CSP_storage",1990,0.85
"Central America and Caribbean","CSP_storage",1990,0.712223625620479
"Central Asia","CSP_storage",1990,0.740300026345772
"China","CSP_storage",1990,0.658195830671581
"EU-12","CSP_storage",1990,0.655721795217865
"EU-15","CSP_storage",1990,0.702855307884826
"Europe_Eastern","CSP_storage",1990,0.85
"Europe_Non_EU","CSP_storage",1990,0.727513792849467
"European Free Trade Association","CSP_storage",1990,0.00065
"India","CSP_storage",1990,0.731039278527337
"Indonesia","CSP_storage",1990,0.85
"Japan","CSP_storage",1990,0.85
"Mexico","CSP_storage",1990,0.657653229993772
"Middle East","CSP_storage",1990,0.619161510213817
"Pakistan","CSP_storage",1990,0.694335014560826
"Russia","CSP_storage",1990,0.85
"South Africa","CSP_storage",1990,0.575035632837075
"South America_Northern","CSP_storage",1990,0.7295285171782
"South America_Southern","CSP_storage",1990,0.626970589175675
"South Asia","CSP_storage",1990,0.715295272474769
"South Korea","CSP_storage",1990,0.85
"Southeast Asia","CSP_storage",1990,0.728053785613671
"Taiwan","CSP_storage",1990,0.85
"Argentina","CSP_storage",1990,0.615900627807068
"Colombia","CSP_storage",1990,0.842562791465827
"USA","CSP",2005,0.250000123561201
"Africa_Eastern","CSP",2005,0.24629738110029
"Africa_Northern","CSP",2005,0.237111546813872
"Africa_Southern","CSP",2005,0.237772006153788
"Africa_Western","CSP",2005,0.24342388951334
"Australia_NZ","CSP",2005,0.231893253369818
"Brazil","CSP",2005,0.305748843875073
"Canada","CSP",2005,0.348881693968625
"Central America and Caribbean","CSP",2005,0.273932163700184
"Central Asia","CSP",2005,0.284730779363758
"China","CSP",2005,0.253152242565993
"EU-12","CSP",2005,0.252200690468409
"EU-15","CSP",2005,0.270328964571087
"Europe_Eastern","CSP",2005,0.330465572806087
"Europe_Non_EU","CSP",2005,0.279812997249795
"European Free Trade Association","CSP",2005,0.00025
"India","CSP",2005,0.281168953279745
"Indonesia","CSP",2005,0.333299228536159
"Japan","CSP",2005,0.384107542683657
"Mexico","CSP",2005,0.252943549997605
"Middle East","CSP",2005,0.23813904238993
"Pakistan","CSP",2005,0.267051928677241
"Russia","CSP",2005,0.375458669979537
"South Africa","CSP",2005,0.221167551091183
